,ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
7186,788133378,0,53.0,0,7.0,"$56,038",No,,Yes,z_F,Masters,Lawyer,35,Private,"$12,000",3,Sports Car,no,"$39,660",2,Yes,0,$0,9.0,0
469,583492206,0,54.0,0,12.0,"$27,940",No,$0,z_No,M,<High School,z_Blue Collar,20,Private,"$21,010",10,Van,yes,"$4,652",3,Yes,2,$0,6.0,0
3822,549582255,2,39.0,2,13.0,"$25,444",Yes,$0,z_No,M,z_High School,Clerical,5,Commercial,"$11,950",10,Pickup,no,$0,0,No,5,"$7,628",1.0,0
10014,868478590,1,53.0,1,,$0,No,"$76,992",Yes,z_F,Bachelors,Home Maker,13,Private,"$6,900",6,z_SUV,no,$0,0,No,2,"$1,317",8.0,0
8677,811953830,0,35.0,2,9.0,"$38,362",No,,Yes,z_F,<High School,z_Blue Collar,28,Private,"$5,340",13,Sports Car,no,$0,0,No,0,$0,1.0,0
5826,511282679,0,37.0,0,12.0,"$42,589",No,"$152,629",Yes,M,z_High School,Clerical,76,Private,"$10,900",6,Pickup,yes,$0,0,No,1,$0,7.0,1
8959,128888751,0,39.0,2,,$0,Yes,,z_No,z_F,z_High School,Student,19,Private,"$14,540",1,Sports Car,no,"$3,641",1,No,0,$0,2.0,0
9156,344195076,0,54.0,0,0.0,$0,No,"$56,441",z_No,z_F,z_High School,Home Maker,16,Private,"$12,460",4,z_SUV,no,$0,0,No,2,$0,2.0,1
6517,988854727,0,35.0,4,11.0,"$16,976",No,$0,Yes,z_F,<High School,Student,25,Private,"$6,640",1,z_SUV,no,"$3,468",1,No,0,$0,4.0,0
9358,486828685,0,53.0,0,11.0,"$17,671",No,"$130,075",Yes,z_F,<High School,Clerical,81,Private,"$8,840",1,z_SUV,no,"$5,787",1,No,1,"$1,750",1.0,1
3407,695037271,0,31.0,1,0.0,$0,Yes,"$110,883",z_No,z_F,z_High School,Home Maker,50,Private,"$5,000",9,z_SUV,no,"$5,456",3,No,2,$960,7.0,1
770,430554774,0,41.0,3,18.0,"$77,865",No,"$209,526",Yes,z_F,<High School,z_Blue Collar,14,Private,"$27,170",7,Minivan,no,$0,0,No,1,$0,5.0,0
2082,101731472,0,33.0,2,14.0,"$29,250",No,"$159,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$9,170",11,z_SUV,no,"$1,881",1,No,8,"$4,127",8.0,0
1969,186836882,1,38.0,4,17.0,"$82,170",No,"$252,845",Yes,z_F,Bachelors,z_Blue Collar,17,Commercial,"$24,350",6,z_SUV,no,$0,0,No,0,$0,1.0,0
2228,23505650,0,57.0,0,12.0,"$100,769",No,$0,z_No,z_F,Bachelors,Professional,31,Private,"$11,580",6,z_SUV,no,"$6,712",1,No,4,"$4,373",13.0,1
1995,358163280,0,20.0,2,12.0,"$47,996",Yes,"$159,776",z_No,M,z_High School,Clerical,5,Commercial,"$8,800",7,Pickup,no,$0,0,No,3,"$2,912",7.0,1
7872,331601279,0,40.0,0,11.0,"$95,903",No,"$285,983",Yes,z_F,Bachelors,Professional,30,Commercial,"$39,540",1,Van,no,"$6,599",2,No,6,"$6,693",6.0,0
334,82157353,0,44.0,1,13.0,"$109,957",No,"$260,749",Yes,z_F,Masters,Lawyer,50,Private,"$29,470",6,Sports Car,no,$0,0,No,1,"$2,328",19.0,1
10013,211989818,0,53.0,0,12.0,"$165,632",No,"$413,216",Yes,z_F,PhD,Lawyer,11,Private,"$20,280",19,z_SUV,no,$0,0,No,0,$0,16.0,0
4984,710886684,0,53.0,0,14.0,"$74,576",No,"$222,274",Yes,M,Bachelors,Manager,32,Private,"$14,610",11,Minivan,yes,$0,0,No,3,$0,14.0,0
3647,865706634,0,38.0,2,12.0,"$46,661",Yes,"$164,362",z_No,z_F,z_High School,z_Blue Collar,26,Commercial,"$15,120",3,z_SUV,no,"$2,977",3,No,8,"$39,672",-1.0,1
8299,848839900,0,52.0,1,18.0,"$30,531",No,"$122,736",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$6,600",1,z_SUV,no,"$32,674",3,Yes,6,"$4,370",2.0,1
6975,701942761,0,27.0,4,12.0,$803,Yes,"$114,965",z_No,z_F,<High School,Home Maker,69,Private,"$3,980",7,Sports Car,no,"$1,391",2,No,0,$714,5.0,1
6196,993602712,1,39.0,2,14.0,"$34,084",No,"$121,601",Yes,M,<High School,Clerical,38,Private,"$4,910",1,Pickup,no,$0,0,No,1,"$6,076",,1
9533,27875325,2,46.0,2,7.0,"$134,729",Yes,"$343,128",z_No,z_F,PhD,Manager,25,Private,"$18,080",1,z_SUV,no,$0,0,Yes,0,$0,13.0,0
1326,437006760,0,47.0,0,13.0,"$64,934",No,"$235,719",Yes,M,Bachelors,Manager,28,Commercial,"$27,460",6,Panel Truck,yes,"$1,678",2,No,3,$0,5.0,1
344,833443761,0,41.0,0,8.0,"$79,317",No,"$241,733",Yes,M,z_High School,Professional,5,Private,"$6,100",1,Pickup,yes,"$4,263",2,No,7,$0,7.0,0
5503,897529156,0,31.0,0,,"$39,752",No,"$148,049",z_No,M,Bachelors,z_Blue Collar,40,Commercial,"$21,510",4,Van,no,"$6,025",3,No,2,"$7,680",9.0,1
2310,220926243,0,33.0,0,0.0,$0,No,$0,z_No,z_F,<High School,Student,35,Commercial,"$13,440",10,Pickup,no,"$5,093",2,No,8,"$5,836",1.0,0
1242,991847939,0,52.0,0,11.0,"$23,711",No,$0,z_No,z_F,z_High School,Clerical,25,Private,"$8,770",7,Sports Car,no,$0,0,No,0,$0,-1.0,1
5056,818621338,2,66.0,3,,"$83,585",No,"$252,164",Yes,z_F,PhD,Manager,39,Private,"$14,040",4,z_SUV,no,$925,1,No,4,$0,15.0,0
10120,499795467,0,39.0,0,,$0,No,"$76,867",Yes,z_F,<High School,Home Maker,33,Private,"$5,200",6,z_SUV,no,"$4,327",3,No,0,"$1,304",,1
6004,170319968,0,42.0,2,10.0,"$23,536",No,"$98,782",Yes,z_F,z_High School,Home Maker,84,Private,"$10,430",10,z_SUV,no,$0,0,No,0,$0,0.0,0
6996,977669325,0,33.0,0,12.0,"$57,771",No,"$139,826",Yes,z_F,Bachelors,Clerical,18,Private,"$13,320",4,Minivan,no,$0,0,No,1,$0,13.0,1
3356,621932597,0,65.0,0,10.0,"$49,077",No,"$191,144",z_No,z_F,Masters,Lawyer,24,Private,"$18,140",1,Sports Car,no,$0,0,No,3,$0,14.0,0
6978,761425152,0,52.0,0,10.0,"$66,026",No,"$167,796",z_No,z_F,Masters,,34,Commercial,"$35,850",1,Pickup,no,$0,0,No,3,$0,16.0,1
7220,336827106,1,40.0,3,14.0,"$83,757",No,"$271,204",Yes,z_F,<High School,z_Blue Collar,49,Commercial,"$16,140",4,z_SUV,no,$0,0,No,0,$0,8.0,0
1208,515204929,0,54.0,0,8.0,"$21,190",No,"$104,523",Yes,M,Masters,,30,Commercial,"$32,730",1,Panel Truck,yes,"$7,558",3,No,5,$0,-1.0,0
1098,108491144,0,45.0,0,,$0,No,$0,z_No,M,Bachelors,Student,22,Commercial,"$14,510",1,Minivan,no,$0,0,No,3,$0,7.0,1
6815,931672228,0,36.0,2,10.0,"$71,827",No,"$193,298",Yes,M,z_High School,z_Blue Collar,46,Commercial,"$5,000",1,Minivan,no,"$5,406",2,No,3,"$5,979",10.0,1
2609,642188257,0,61.0,0,13.0,"$81,022",No,"$259,579",Yes,z_F,z_High School,Professional,35,Private,"$31,280",1,Pickup,no,$0,0,Yes,1,$0,10.0,0
8020,282603533,0,47.0,0,12.0,"$111,783",No,$0,z_No,M,Bachelors,Manager,22,Private,"$1,500",1,Minivan,no,"$4,724",2,No,0,$0,13.0,0
3119,834721148,0,42.0,0,6.0,"$10,609",No,,Yes,z_F,z_High School,Home Maker,22,Private,"$25,040",4,Sports Car,no,$0,0,No,0,$0,2.0,0
3302,406043790,1,42.0,2,14.0,"$45,261",Yes,$0,z_No,M,z_High School,z_Blue Collar,13,Private,"$12,910",7,Minivan,no,$521,1,No,0,$0,0.0,0
173,426760177,0,46.0,0,,"$38,326",No,"$133,010",Yes,M,Masters,Lawyer,5,Private,"$10,230",4,Pickup,yes,$0,0,No,0,$0,18.0,0
8847,332136674,0,49.0,0,7.0,"$165,373",No,$0,z_No,M,Masters,,32,Commercial,"$18,040",1,Van,yes,"$1,088",2,No,0,$0,19.0,0
5972,232639741,0,49.0,0,7.0,"$98,678",No,"$268,734",Yes,z_F,Bachelors,z_Blue Collar,25,Private,"$11,650",1,z_SUV,no,$0,0,No,0,$0,0.0,0
184,683378483,0,54.0,0,14.0,"$55,409",No,"$162,237",Yes,M,Bachelors,z_Blue Collar,45,Commercial,"$27,890",4,Panel Truck,no,$0,0,No,0,$0,14.0,0
3943,617024306,0,36.0,3,8.0,,No,"$95,898",Yes,M,<High School,Student,53,Commercial,"$24,050",6,Panel Truck,yes,$0,0,No,0,"$4,759",2.0,1
1821,635842470,2,38.0,2,14.0,"$71,964",No,"$225,292",Yes,z_F,z_High School,Home Maker,57,Private,"$21,680",4,z_SUV,no,$0,0,No,5,$0,2.0,0
5618,283162482,0,69.0,0,9.0,"$61,059",No,"$229,924",Yes,M,Masters,Lawyer,32,Private,"$14,110",4,z_SUV,yes,"$3,628",2,No,3,$0,17.0,0
1499,957331189,0,55.0,0,14.0,"$38,924",No,"$183,890",Yes,z_F,Masters,Lawyer,49,Private,"$5,390",6,Sports Car,no,$0,0,No,1,"$2,505",17.0,1
235,528728477,0,40.0,0,12.0,,No,"$179,229",z_No,z_F,Bachelors,Manager,55,Private,"$8,160",1,z_SUV,no,"$6,836",3,No,0,$0,7.0,0
4531,589800015,0,40.0,2,15.0,"$36,614",No,"$141,879",Yes,z_F,z_High School,z_Blue Collar,42,Commercial,"$25,580",1,Pickup,no,"$4,078",2,No,0,$680,1.0,1
6079,262163804,0,46.0,0,10.0,"$104,462",No,"$310,893",z_No,M,Masters,Lawyer,32,Private,"$25,630",1,Minivan,yes,$0,0,No,0,$0,12.0,0
3435,30429169,0,56.0,0,0.0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,40,Private,"$6,900",10,z_SUV,no,"$42,642",1,Yes,2,"$5,982",-1.0,1
6634,241800630,0,55.0,0,,$0,No,"$92,380",z_No,z_F,Bachelors,Home Maker,34,Private,"$24,820",4,Sports Car,no,$0,0,No,0,$0,7.0,0
1104,904098670,0,42.0,2,15.0,"$97,679",Yes,"$273,142",z_No,M,Bachelors,z_Blue Collar,22,Commercial,"$12,850",1,Minivan,yes,"$38,815",3,No,6,$0,1.0,1
4876,677580632,0,55.0,0,14.0,"$145,735",No,"$417,765",z_No,M,Masters,Lawyer,26,Private,"$8,460",11,Pickup,no,$0,0,No,2,$0,15.0,0
5214,159682229,0,63.0,0,0.0,$0,No,"$52,952",Yes,z_F,z_High School,Home Maker,37,Private,"$12,760",4,Sports Car,no,$0,0,No,2,"$1,414",0.0,0
3548,270029813,0,51.0,0,12.0,"$42,156",No,,z_No,M,<High School,Clerical,50,Commercial,"$31,520",1,Panel Truck,no,$0,0,Yes,2,$0,7.0,0
7325,681756609,0,58.0,0,,"$77,531",No,"$248,573",z_No,M,Masters,Lawyer,28,Private,"$14,750",4,Minivan,no,$0,0,No,2,$0,11.0,0
6556,607022620,0,57.0,0,15.0,"$71,402",No,"$246,583",Yes,M,z_High School,z_Blue Collar,19,Commercial,"$27,370",6,Panel Truck,yes,$718,2,No,2,$0,10.0,0
9903,386440451,2,57.0,3,17.0,"$148,705",No,"$385,125",Yes,z_F,Masters,Manager,35,Private,"$26,720",6,z_SUV,no,"$5,542",3,No,0,$0,14.0,0
2749,467185524,1,41.0,2,13.0,"$82,356",No,"$244,354",Yes,M,<High School,z_Blue Collar,33,Commercial,"$21,600",1,Van,yes,$0,0,No,0,$0,3.0,0
917,233129192,1,44.0,2,15.0,"$105,563",No,"$306,854",Yes,z_F,Masters,Lawyer,23,Private,"$27,520",7,Pickup,no,"$35,585",2,Yes,0,"$3,771",16.0,1
5024,723208578,0,47.0,0,10.0,"$111,405",No,"$326,745",z_No,z_F,Bachelors,Professional,12,Commercial,"$29,540",4,Van,no,"$3,848",1,No,9,$966,12.0,1
9843,451527947,0,51.0,0,13.0,"$242,749",No,"$539,586",Yes,M,PhD,,27,Commercial,"$33,070",6,Panel Truck,yes,$0,0,No,0,$0,14.0,0
3840,920026768,0,42.0,1,11.0,"$112,581",No,"$303,728",Yes,z_F,Masters,Manager,31,Private,"$16,560",6,Sports Car,no,"$33,656",2,No,0,$0,1.0,1
8517,957242334,0,29.0,3,9.0,"$58,195",No,"$173,288",Yes,z_F,z_High School,Professional,37,Private,"$8,090",1,Sports Car,no,$504,1,No,0,$0,0.0,0
603,640966006,0,29.0,4,14.0,"$2,270",No,,Yes,M,<High School,Student,41,Private,"$1,730",1,Minivan,yes,$0,0,Yes,1,$0,8.0,0
3345,914892550,0,49.0,0,12.0,"$57,529",No,"$202,840",Yes,z_F,Bachelors,z_Blue Collar,82,Commercial,"$14,120",3,z_SUV,no,$0,0,No,2,$0,9.0,0
8353,215898178,0,42.0,0,8.0,"$62,177",No,"$178,852",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$7,300",4,Pickup,no,"$4,717",3,No,0,$30,9.0,1
4451,78611832,0,62.0,0,12.0,"$69,331",No,"$276,064",Yes,z_F,PhD,Lawyer,43,Private,"$26,360",17,Sports Car,no,"$5,837",3,No,0,$0,19.0,0
1464,732669578,0,57.0,0,12.0,"$103,454",No,"$303,050",Yes,M,Masters,Lawyer,45,Private,"$26,420",1,Minivan,no,"$5,555",3,No,4,$0,11.0,1
4901,98442262,0,61.0,2,10.0,"$35,778",No,"$170,435",Yes,M,z_High School,Clerical,26,Commercial,"$10,780",1,Pickup,no,"$31,557",4,Yes,5,"$2,575",8.0,1
7030,864056333,0,53.0,0,12.0,"$120,123",No,"$345,102",Yes,M,Masters,,29,Commercial,"$18,710",11,Van,no,"$5,866",3,No,1,$0,11.0,0
6987,681971608,0,43.0,0,13.0,"$57,615",No,"$181,310",Yes,M,Bachelors,z_Blue Collar,37,Commercial,"$18,510",4,Van,yes,"$9,986",1,No,2,"$3,698",9.0,1
4890,535621156,0,49.0,0,8.0,"$91,494",No,"$282,486",Yes,z_F,Masters,Professional,41,Private,"$24,790",6,z_SUV,no,"$5,398",3,No,0,$0,,1
4054,195844612,0,37.0,0,11.0,$158,No,$0,Yes,M,z_High School,Student,33,Commercial,"$10,510",6,Pickup,yes,"$38,190",2,Yes,7,"$3,535",11.0,1
4307,625091544,0,62.0,0,0.0,$0,No,"$137,023",Yes,z_F,Bachelors,Home Maker,54,Private,"$15,490",1,Sports Car,no,$0,0,No,2,$0,12.0,0
6357,857881983,0,51.0,0,12.0,"$55,378",No,"$173,998",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$14,610",1,Minivan,yes,$0,0,No,0,$0,8.0,0
1213,80817097,0,29.0,1,13.0,"$38,307",No,"$151,790",Yes,M,z_High School,z_Blue Collar,24,Commercial,"$5,330",1,Pickup,no,"$17,857",1,Yes,10,"$3,730",2.0,1
2828,974311680,0,60.0,2,14.0,"$15,210",No,"$147,599",Yes,z_F,z_High School,Student,50,Private,"$11,650",1,z_SUV,no,$0,0,No,0,$0,2.0,0
116,161607403,0,40.0,0,0.0,,No,"$73,890",Yes,z_F,Bachelors,Student,48,Commercial,"$12,850",7,z_SUV,no,$0,0,No,3,"$3,660",5.0,1
9932,603699779,0,43.0,0,11.0,"$82,742",No,$0,z_No,M,z_High School,Manager,25,Private,"$14,370",7,Minivan,no,"$12,502",2,No,0,$0,10.0,0
5296,621667668,0,35.0,1,12.0,"$119,869",Yes,$0,z_No,z_F,<High School,z_Blue Collar,48,Commercial,"$23,410",1,Pickup,no,"$26,363",1,Yes,5,"$8,535",2.0,1
1830,193813759,3,58.0,0,7.0,"$152,439",No,"$413,325",Yes,z_F,PhD,Doctor,54,Private,"$20,000",1,Minivan,no,$0,0,No,0,$0,14.0,1
9244,723052733,0,59.0,0,13.0,"$72,840",No,"$277,784",Yes,z_F,Bachelors,Professional,20,Commercial,"$27,830",6,Van,no,"$3,589",1,No,7,"$4,743",10.0,1
3978,136283722,0,28.0,0,0.0,$0,No,"$51,796",z_No,z_F,<High School,Home Maker,22,Private,"$1,500",4,z_SUV,no,$0,0,No,0,$0,0.0,1
42,364483168,0,51.0,0,0.0,$0,No,"$63,827",Yes,z_F,PhD,Home Maker,65,Private,"$13,220",1,Minivan,no,$0,0,No,0,$0,12.0,1
1070,858295286,0,56.0,0,,"$70,008",No,$0,z_No,z_F,Masters,Lawyer,18,Private,"$15,480",6,z_SUV,no,$0,0,No,0,$0,13.0,0
7671,976688143,0,50.0,0,13.0,,No,"$359,366",Yes,M,Masters,Manager,32,Private,"$27,820",14,Minivan,yes,$0,0,No,4,$0,9.0,0
9035,950626720,0,36.0,0,,"$21,104",No,"$106,870",Yes,z_F,<High School,z_Blue Collar,29,Private,"$3,610",4,z_SUV,no,$0,0,No,0,$0,2.0,0
8796,335092415,0,46.0,0,6.0,"$32,267",No,$0,z_No,z_F,<High School,z_Blue Collar,63,Private,"$18,210",1,Sports Car,no,$0,0,Yes,6,"$43,492",,0
174,632192290,0,41.0,0,14.0,"$25,835",No,"$109,685",Yes,M,z_High School,Clerical,29,Private,"$8,490",6,Pickup,yes,$0,0,No,1,$0,11.0,1
4208,551233343,0,54.0,0,13.0,"$24,397",No,"$143,227",Yes,M,z_High School,Clerical,35,Private,"$15,240",9,Minivan,no,$0,0,No,0,$0,-1.0,0
982,290532681,0,50.0,0,5.0,"$92,868",No,"$256,927",Yes,z_F,Masters,Manager,39,Private,"$15,590",7,z_SUV,no,$0,0,No,2,$0,10.0,0
8659,446939622,0,60.0,0,12.0,"$31,716",No,"$155,029",Yes,M,z_High School,Manager,53,Private,"$20,040",13,Minivan,yes,$0,0,No,0,$0,7.0,0
543,957050266,0,41.0,0,10.0,"$41,083",No,"$177,527",Yes,z_F,z_High School,z_Blue Collar,21,Commercial,"$12,810",10,z_SUV,no,"$2,520",2,No,4,$0,11.0,0
1157,741216115,0,41.0,0,12.0,"$97,671",No,"$257,408",Yes,M,Bachelors,Professional,49,Commercial,"$22,660",3,Panel Truck,yes,"$1,371",1,No,5,$0,7.0,0
8857,685516044,0,39.0,2,10.0,"$34,057",No,"$204,508",Yes,M,<High School,z_Blue Collar,38,Commercial,"$6,210",4,Pickup,yes,"$7,098",3,No,6,"$7,345",5.0,1
10218,76935729,0,43.0,0,8.0,"$19,469",No,$0,z_No,z_F,<High School,Clerical,38,Private,"$7,950",3,z_SUV,no,"$7,332",3,No,5,"$5,226",0.0,0
3278,296440535,0,57.0,0,2.0,"$68,204",No,"$226,828",Yes,z_F,Bachelors,z_Blue Collar,23,Commercial,"$13,820",4,Minivan,no,$0,0,No,1,$0,,0
7244,235789990,1,33.0,2,15.0,"$10,408",No,"$126,847",Yes,z_F,z_High School,Home Maker,46,Private,"$6,340",1,z_SUV,no,$0,0,No,0,$0,12.0,0
9495,853538977,2,39.0,3,7.0,"$107,827",No,"$296,962",Yes,M,Bachelors,z_Blue Collar,5,Commercial,"$27,800",1,Panel Truck,no,$0,0,No,3,$0,11.0,0
1327,652428209,0,37.0,0,11.0,"$67,036",No,"$240,155",Yes,M,Masters,Professional,40,Commercial,"$23,050",10,Panel Truck,no,"$3,777",3,No,1,$0,20.0,0
10274,630264509,0,52.0,0,11.0,"$12,917",No,,z_No,z_F,Bachelors,Student,45,Commercial,"$2,790",4,z_SUV,no,$0,0,No,0,$0,10.0,0
3060,802769940,0,48.0,0,10.0,"$35,564",No,"$179,331",Yes,M,Bachelors,Home Maker,27,Private,"$19,750",1,Minivan,yes,$0,0,No,1,$0,8.0,1
6228,754825259,0,64.0,0,12.0,"$12,291",No,"$119,621",Yes,M,<High School,Clerical,33,Private,"$15,280",1,z_SUV,no,"$6,247",2,No,2,"$4,420",3.0,0
8619,520359712,0,50.0,0,4.0,"$111,354",No,"$306,463",Yes,M,Masters,Professional,40,Commercial,"$24,550",1,Panel Truck,no,"$15,917",2,Yes,2,$0,19.0,0
8782,540182147,0,52.0,0,12.0,"$44,235",No,,z_No,M,PhD,Doctor,19,Private,"$5,920",4,Pickup,yes,$0,0,No,0,$0,15.0,0
4776,704293126,0,61.0,0,16.0,,No,"$327,538",Yes,z_F,PhD,Doctor,55,Private,"$19,750",1,z_SUV,no,$0,0,No,0,$0,13.0,1
2016,491718211,0,52.0,0,13.0,"$68,098",No,"$216,432",Yes,M,Bachelors,Manager,32,Private,"$1,500",7,Minivan,yes,$0,0,No,0,$0,0.0,1
8150,68247002,0,46.0,2,15.0,"$57,424",No,"$240,666",Yes,M,z_High School,Clerical,69,Private,"$18,670",4,Van,no,$0,0,No,2,$0,0.0,0
5309,403993158,2,36.0,3,12.0,"$40,012",No,"$200,016",Yes,z_F,z_High School,Professional,20,Private,"$9,200",7,Minivan,no,"$3,119",2,No,2,"$3,246",-1.0,1
3203,511881932,0,51.0,0,13.0,"$40,685",No,"$220,806",Yes,z_F,z_High School,Clerical,65,Private,"$15,360",6,z_SUV,no,$0,0,No,2,"$4,623",5.0,1
1811,723729141,0,60.0,1,15.0,"$67,486",No,"$271,840",Yes,z_F,Masters,Lawyer,17,Private,"$19,660",4,z_SUV,no,"$4,256",3,No,5,$0,13.0,0
3430,977244195,2,45.0,2,9.0,"$64,928",No,"$250,830",Yes,z_F,Bachelors,z_Blue Collar,34,Private,"$20,590",6,Pickup,no,$0,0,No,0,$0,9.0,0
8385,202674438,0,50.0,0,12.0,"$40,038",No,"$184,071",Yes,M,z_High School,z_Blue Collar,45,Commercial,"$28,460",1,Panel Truck,yes,$0,0,No,1,$0,0.0,0
3915,94821089,0,54.0,0,14.0,"$26,537",No,"$163,884",Yes,M,Masters,,36,Commercial,"$10,300",15,Pickup,no,$0,0,No,1,$0,17.0,0
7097,395686481,0,41.0,0,14.0,"$9,633",No,"$128,109",z_No,M,<High School,Clerical,37,Private,"$22,000",1,Minivan,no,$0,0,No,1,$0,-1.0,0
6047,933055139,0,52.0,0,13.0,"$112,039",No,"$278,669",Yes,z_F,PhD,Doctor,34,Private,"$29,650",11,Pickup,no,$0,0,No,0,$0,13.0,0
3466,757352494,0,33.0,3,16.0,"$32,601",No,"$136,454",Yes,z_F,z_High School,z_Blue Collar,20,Commercial,"$5,000",5,z_SUV,no,$0,0,No,0,$0,7.0,0
7785,842458865,1,47.0,2,14.0,"$46,684",No,"$168,591",Yes,z_F,z_High School,Professional,22,Private,"$10,670",10,z_SUV,no,$0,0,No,2,$0,-1.0,0
4605,380504799,1,36.0,3,13.0,"$72,551",Yes,$0,z_No,M,z_High School,z_Blue Collar,22,Commercial,"$12,760",3,Minivan,no,"$4,895",2,No,2,"$2,703",7.0,1
5979,528689443,0,29.0,2,14.0,"$18,159",No,"$87,400",Yes,M,z_High School,Clerical,55,Private,"$15,360",15,Minivan,yes,"$5,117",2,No,7,"$3,397",-1.0,1
364,471548802,0,45.0,2,14.0,"$19,793",No,,Yes,z_F,z_High School,Home Maker,5,Private,"$7,980",6,z_SUV,no,$0,0,Yes,0,$0,6.0,0
1788,463996114,0,36.0,0,13.0,"$66,745",No,$0,z_No,M,Masters,Professional,16,Commercial,"$20,420",9,Van,yes,"$31,127",2,No,0,$0,14.0,1
7490,798235652,0,48.0,0,5.0,"$136,371",No,$0,z_No,M,PhD,,25,Commercial,"$27,540",1,Panel Truck,no,"$21,880",2,Yes,3,"$4,059",7.0,1
10068,336053398,0,37.0,1,9.0,"$58,617",No,"$125,712",Yes,M,<High School,z_Blue Collar,24,Private,"$13,690",4,Minivan,no,$0,0,No,0,$0,,1
76,62434528,2,39.0,3,11.0,"$137,103",Yes,$0,z_No,z_F,Masters,Manager,29,Private,"$19,510",1,Sports Car,no,"$8,890",3,No,0,"$4,148",14.0,1
188,493235037,0,76.0,2,23.0,"$97,716",No,"$389,344",Yes,M,Bachelors,Professional,14,Private,"$15,920",13,Minivan,yes,$0,0,No,2,$0,9.0,0
3405,794040462,0,37.0,3,14.0,"$85,127",No,"$264,482",Yes,M,Bachelors,Professional,45,Commercial,"$23,610",1,Panel Truck,no,$0,0,No,0,$0,2.0,0
8683,605606056,0,64.0,0,11.0,"$53,354",No,$0,z_No,z_F,<High School,z_Blue Collar,41,Private,"$1,500",7,Sports Car,no,$0,0,No,0,"$1,459",,1
2022,144963475,0,35.0,3,13.0,"$38,463",No,"$164,112",Yes,M,<High School,z_Blue Collar,55,Commercial,"$11,610",7,Pickup,yes,$0,0,No,0,$0,-1.0,1
3057,38828136,1,42.0,3,13.0,"$104,088",No,"$296,329",Yes,z_F,Bachelors,Professional,23,Commercial,"$31,920",6,Van,no,"$6,274",2,No,0,$0,1.0,0
9462,459023169,0,54.0,0,0.0,$0,No,"$113,870",Yes,z_F,z_High School,Home Maker,12,Commercial,"$29,200",7,Van,no,$0,0,Yes,6,"$11,193",,0
5069,583681224,0,49.0,0,8.0,"$183,345",No,"$459,009",Yes,M,PhD,Doctor,25,Private,"$11,750",1,Minivan,yes,$0,0,Yes,1,$0,13.0,0
4256,317063721,1,54.0,2,14.0,"$198,720",No,"$522,898",Yes,z_F,PhD,Manager,23,Private,"$30,690",1,z_SUV,no,"$4,638",1,No,0,$0,9.0,0
4170,663206892,0,54.0,1,15.0,"$114,134",No,"$341,067",Yes,z_F,Masters,Lawyer,18,Private,"$20,290",11,Minivan,no,$0,0,No,0,$0,16.0,1
1852,768282217,0,56.0,0,11.0,"$43,956",No,"$143,523",Yes,M,<High School,z_Blue Collar,40,Private,"$11,600",1,Pickup,yes,$0,0,No,1,$0,2.0,0
5834,845706926,0,44.0,0,11.0,"$24,189",No,"$100,892",Yes,z_F,<High School,Clerical,14,Private,"$9,510",6,Sports Car,no,"$3,961",2,No,0,$0,6.0,0
4906,820723696,0,59.0,1,14.0,"$24,266",No,"$133,273",Yes,M,<High School,z_Blue Collar,45,Commercial,"$10,340",6,Pickup,no,"$6,826",3,No,3,$0,1.0,0
9093,818483184,1,59.0,2,17.0,"$52,002",Yes,"$242,854",z_No,M,Masters,,5,Commercial,"$28,140",4,Panel Truck,no,$0,0,No,0,"$4,356",11.0,1
7996,399351046,0,64.0,0,15.0,"$35,296",No,"$189,767",Yes,z_F,z_High School,Manager,21,Private,"$18,260",10,Sports Car,no,"$8,839",2,No,6,$0,7.0,0
3441,93262171,0,42.0,0,10.0,"$54,818",No,"$244,266",Yes,M,Bachelors,Manager,48,Private,"$10,880",4,Pickup,yes,$0,0,Yes,0,$0,10.0,0
7918,281348357,0,35.0,2,9.0,"$133,920",Yes,$0,z_No,z_F,Masters,,41,Commercial,"$18,790",4,Pickup,no,"$5,904",1,No,1,$0,16.0,0
2593,91566829,0,35.0,2,14.0,"$118,551",No,"$378,545",Yes,z_F,Masters,Professional,28,Private,"$21,450",11,Pickup,no,"$3,502",4,No,0,$0,,0
3314,16084737,0,35.0,1,12.0,"$92,817",Yes,$0,z_No,M,Masters,Manager,26,Private,"$10,780",4,Pickup,yes,$0,0,No,0,$0,19.0,0
323,353605491,0,51.0,0,15.0,"$75,249",No,$0,z_No,M,Masters,,5,Commercial,"$17,020",1,Van,yes,"$1,316",2,No,1,"$5,546",20.0,1
8249,394584511,0,50.0,0,8.0,"$177,562",No,$0,z_No,M,PhD,Manager,53,Commercial,"$22,110",6,Pickup,no,"$6,935",1,No,3,"$4,395",18.0,1
